UID	Basal	Hillock basal	Hillock squamous	Aberrant basal	Deuterosomal	Ciliated-TB	Ciliated-Bronch	Ciliated-axon	Club-TB	Club-nasal	Club-Bronch	Goblet	Goblet-nasal	Tuft	Ionocyte	PNEC	SMG Basal	SMG Duct	MEC	Mucous	Serous	Serous-nasal	RASC	AT1	AT2-AT1 int.	AT2	AT2-prolif	AdvFB	PBFB	SPFB	IntFB	AF	iALF	LipoFB1	SCMF	ADM	cADM	ASMC	VSMC	cVSMC	LSMC	Pericyte	Chondrocyte	PC-prog	Mesothelial	PAEC	PArEC	SAEC	PCEC	CAP1	CAP1-int	CAP2	CAP2-int	PVEC	SVEC	SVEC-act	LEC	LEC-cycling	CD4 T	Treg	CD8 T	T-prolif	iNKT	NK	ILC1	B-lineage	B	Plasma	AM	AM-lipid	MT+ AM	AM-prolif	IM	tMDM	iMON	pMON	cDC1	maDC	Langerhans	pDC	Neutrophil	Mast	HSC	Megakaryocyte	Erythrocyte	Schwann
PDCD1LG2	0.02289	0.01618	0.03211	0.1232	0.0	0.00972	0.009595	0.02825	0.0	0.02208	0.00759	0.01443	0.01653	0.06552	0.1008	0.0	0.0	0.007695	0.3426	0.0	0.0	0.004421	0.01043	0.02608	0.02357	0.003765	0.01281	0.2717	0.2019	0.2508	0.205	0.3118	0.01572	0.207	0.09681	0.1426	0.02505	0.1549	0.184	0.154	0.1841	0.2	0.0548	0.04165	0.04824	1.089	0.5572	0.5917	0.3603	0.5463	0.6784	0.3087	1.134	0.9606	0.6082	0.2932	0.1624	0.3458	0.01159	0.0	0.1262	0.02051	0.0	0.1007	0.03216	0.7507	0.1166	0.03512	0.6904	0.7892	0.3573	0.3323	0.4029	0.4291	0.03639	0.06697	0.0921	2.335	0.1272	0.02513	0.0	1.655	0.02552	0.0	0.0	0.0
CFLAR-AS1	0.8412	0.6931	0.4001	0.8164	0.3383	0.3606	0.6077	1.034	0.402	0.6749	0.3822	0.8272	0.416	0.8399	0.1008	0.2794	0.6552	0.5084	0.1659	0.1423	0.003037	0.01322	0.5808	0.5742	0.6915	0.14	0.1963	0.4385	0.2313	0.1661	0.5041	0.48	0.4682	0.4772	0.2093	0.3031	0.08981	0.1426	0.2882	0.3977	0.1533	0.3098	0.06551	0.2865	0.278	0.6098	0.6148	0.9425	0.5616	0.7472	1.045	0.6897	0.8004	0.4623	0.2651	0.5883	0.2642	0.4115	1.226	0.8758	1.232	0.7425	1.178	1.128	1.422	0.4042	0.6812	0.1341	0.3009	0.4533	0.4582	0.4428	0.7574	1.254	1.104	1.25	1.925	2.857	1.221	0.3673	0.7379	0.2721	0.6353	0.1398	0.02623	0.352
ERICH1	1.978	1.678	1.439	1.92	1.44	1.179	1.583	1.85	0.9852	1.71	0.8807	1.4	1.421	1.973	2.512	1.461	1.446	0.9767	1.524	0.9051	0.08272	0.1108	1.566	1.683	1.995	1.043	1.463	1.496	1.527	1.494	1.628	1.652	1.267	1.428	1.579	1.622	1.305	1.572	1.644	1.852	1.423	1.872	1.102	1.267	1.821	2.205	1.905	2.143	2.015	2.174	2.265	2.461	2.334	1.841	2.409	2.04	3.216	3.467	2.347	2.437	2.414	2.033	2.246	2.183	2.306	2.655	2.624	0.1134	1.826	2.194	1.502	1.583	1.773	2.412	2.864	3.08	2.389	4.594	1.869	2.194	2.357	1.742	2.903	4.256	0.2431	1.498
PTPN1	3.133	2.673	1.907	3.658	1.852	1.816	1.898	2.967	1.454	2.489	1.156	1.895	2.05	2.691	1.961	2.273	0.9694	1.436	2.335	1.304	0.09416	0.171	4.279	4.904	4.832	3.9	3.824	1.374	1.499	2.911	2.304	1.685	2.973	1.958	2.185	2.717	1.71	1.392	3.109	2.78	2.727	2.935	1.561	1.677	2.741	3.189	3.099	3.347	3.383	2.452	2.42	2.373	2.178	3.929	3.093	3.369	1.583	1.636	5.282	4.211	4.966	3.713	4.963	3.038	4.594	2.851	4.566	2.335	3.349	3.961	3.402	3.109	4.302	4.907	4.343	4.453	5.02	6.192	3.811	5.248	3.443	4.371	3.552	3.176	0.3917	1.683
AC092650.1	0.1737	0.1395	0.04476	0.1049	0.1112	0.1915	0.2792	0.4234	0.02221	0.09335	0.04864	0.1049	0.04904	0.06552	0.1008	0.1557	0.0	0.01535	0.3426	0.07291	0.02562	0.01322	0.1268	0.1065	0.136	0.08598	0.1035	0.04209	0.09915	0.0	0.1629	0.072	0.02351	0.1328	0.1654	0.037	0.04152	0.09234	0.09495	0.02924	0.02292	0.09232	0.08671	0.0	0.07177	0.2443	0.08396	0.1424	0.1622	0.1826	0.1057	0.06385	0.0885	0.2475	0.05238	0.1321	0.1234	0.1506	0.7253	1.08	0.7533	0.7301	0.6065	0.618	0.5029	0.7962	1.24	0.03827	0.2576	0.4787	0.2055	0.834	0.3648	0.9338	0.2057	0.6178	0.6501	2.414	1.068	0.3274	0.6975	0.4884	0.4592	2.123	0.1507	0.7179
GRSF1	1.925	2.039	1.886	1.999	2.283	1.614	1.769	1.289	1.082	1.885	1.2	1.215	2.07	1.849	2.378	1.713	0.2529	1.174	1.499	1.353	0.5021	0.5463	1.46	1.862	2.001	1.391	2.019	1.507	1.47	1.773	1.016	1.466	1.369	1.232	1.266	1.616	1.479	1.458	1.433	1.4	1.515	1.774	1.55	0.7175	1.811	1.335	1.283	0.9031	1.111	1.232	1.118	1.311	1.208	1.394	1.531	1.303	1.575	1.483	1.791	2.0	1.721	1.955	1.47	1.624	1.609	1.791	1.673	0.1119	1.421	1.389	1.722	1.476	1.675	0.8968	1.216	1.423	1.68	4.153	2.037	3.132	0.352	1.198	2.5	1.649	0.6328	1.349
ANKRD55	0.08402	0.02687	0.00648	0.0	0.01151	0.004868	0.009595	0.04217	0.09286	0.0	0.0	0.007235	0.0	0.03313	0.0	0.02041	0.0	0.007695	0.0	0.01241	0.0	0.0	0.00696	0.0	0.0	0.005644	0.0	0.03168	0.1203	0.2398	0.04711	0.1969	0.07692	0.04563	0.04922	0.037	0.0	0.02699	0.03634	0.0	0.02292	0.03532	0.0	0.02097	0.07177	0.005653	0.03417	0.23	0.01314	0.02272	0.04851	0.07516	0.04	0.1873	0.3359	0.1878	0.2372	0.08304	1.526	1.578	0.4971	0.3472	0.926	0.0	0.4323	0.02569	0.02011	0.04924	0.01631	0.01456	0.01082	0.05518	0.02197	0.01733	0.01467	0.01704	0.08397	2.264	1.503	0.0	0.3778	0.0	0.0	3.911	0.0	0.1271
AL021978.1	0.0172	0.01081	0.0	0.009857	0.0	0.00972	0.004806	0.01419	0.01906	0.007399	0.0038	0.01443	0.0	0.0	0.1008	0.02041	0.0	0.0	0.06865	0.0	0.0	0.0	0.00696	0.01049	0.01576	0.0	0.0	0.0	0.0	0.03224	0.01903	0.01051	0.007879	0.0	0.0	0.01862	0.0	0.0	0.03634	0.0	0.02292	0.0	0.0	0.02097	0.0	0.01128	0.005752	0.008289	0.0	0.0114	0.005472	0.01182	0.01513	0.009965	0.01927	0.03418	0.02132	0.03618	0.01159	0.1224	0.0	0.04074	0.02079	0.1007	0.01617	0.0	0.09784	0.004839	0.006544	0.01456	0.2365	0.03571	0.2716	0.02877	0.02195	0.008544	0.06756	1.28	0.2062	0.09799	0.0	0.102	0.0506	0.0	0.0	0.02634
MAP3K14	2.226	1.823	1.082	1.266	1.334	1.353	1.635	1.96	0.9607	1.542	0.6037	1.152	0.7435	1.733	1.85	1.976	1.104	0.8752	1.641	0.7506	0.7346	0.1025	2.18	2.206	2.255	1.679	1.144	1.253	1.787	1.727	1.896	1.371	2.213	1.584	1.465	1.318	1.116	0.4423	0.7919	1.202	0.6786	0.6808	0.7496	0.954	1.373	2.139	1.582	1.961	1.821	1.385	1.444	1.52	1.461	2.328	1.863	2.051	1.051	1.271	2.593	2.163	2.421	1.992	2.815	1.554	2.207	1.337	2.483	0.1268	0.3428	0.516	0.7783	0.9817	1.084	1.161	0.8497	1.394	1.858	4.228	2.269	2.216	0.428	1.788	1.321	0.8591	0.07731	1.263
AL449043.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPSTI1	0.219	0.06886	0.756	2.331	0.5185	1.0	1.857	1.844	0.385	0.6083	0.3407	0.9144	1.178	1.096	0.5202	0.3456	1.341	0.4588	0.3146	0.108	0.07985	0.03499	0.07146	0.5017	0.8002	0.0	0.06296	0.6301	1.229	3.295	2.667	2.662	2.175	2.266	1.224	1.134	1.024	0.0795	1.517	1.492	0.5893	2.285	0.9537	1.463	1.5	2.548	2.373	1.582	1.503	1.583	2.616	2.274	2.734	2.134	1.834	1.746	1.227	1.326	3.391	3.223	2.976	2.729	3.305	3.138	3.024	2.389	3.641	0.7191	2.196	2.48	2.813	3.19	2.937	2.667	2.902	3.503	2.919	5.016	2.683	2.351	0.8154	0.4242	2.5	1.982	0.4893	0.7179
SCN11A	0.194	0.09956	0.03211	0.05816	0.3744	0.6269	1.164	1.161	0.0595	0.07938	0.05963	0.3408	0.01653	0.3807	0.1008	0.3617	0.2529	0.04557	0.2272	0.02472	0.003037	0.0	0.1332	0.1546	0.1574	0.08064	0.04644	0.04209	0.1514	0.1544	0.1967	0.072	0.09182	0.01843	0.08506	0.01862	0.0977	0.0403	0.2882	0.1272	0.05664	0.2	0.8768	0.9209	0.02432	0.1657	0.05651	0.3326	0.1424	0.1312	0.09545	0.1031	0.1492	0.1785	0.1948	0.3861	0.2002	0.4298	0.3677	0.4375	0.4253	0.211	0.2842	0.12	0.2254	0.6387	0.341	0.06013	0.07041	0.1314	0.0533	0.2229	0.03823	0.2887	0.01467	0.008544	0.1082	2.103	0.02926	0.3173	0.0	0.01751	0.4213	0.2672	0.02623	0.1984
SPECC1	1.763	1.193	0.9091	2.208	1.33	1.074	1.427	1.477	1.151	1.456	1.155	1.973	1.798	1.867	1.49	0.6374	1.881	0.957	0.3426	1.104	0.475	0.1189	1.438	1.585	1.777	0.8202	1.091	0.1991	0.3162	0.6167	0.05636	0.48	0.2727	0.1989	1.372	1.482	1.748	1.966	2.972	2.665	2.101	2.494	1.492	1.862	0.8876	0.2914	0.08396	0.4222	0.1142	0.0114	0.09545	0.04096	0.03506	0.06835	0.2283	0.9665	0.1036	0.1396	0.497	0.5664	0.3753	0.8496	1.001	1.696	1.854	0.7038	0.6812	0.1385	0.3194	0.3988	1.08	1.212	1.216	0.7352	1.724	1.464	2.012	3.969	2.848	1.25	0.6769	3.074	2.814	2.653	2.796	1.099
CD1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01576	0.0	0.0	0.01064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1189	0.0	0.0	0.0	0.05092	0.1352	0.0	0.0	0.002923	0.1511	0.1668	0.01651	0.0	0.1065	0.02548	1.228	0.7307	5.423	0.0	0.06495	0.01751	0.02552	0.0	0.0	0.0
CDH20	0.02289	0.02154	0.00648	0.01965	0.01151	0.004868	0.01913	0.0	0.0	0.007399	0.04864	0.03582	0.03288	0.0	0.2834	0.6108	0.0	0.03054	0.1018	0.01241	0.03009	0.05218	0.0	0.0	0.1288	0.001884	0.0	0.3741	0.3877	0.01943	0.01903	0.0313	0.03126	0.009243	0.07321	0.1256	0.2683	0.1177	0.5702	0.7091	0.6347	0.8291	0.02217	0.2155	0.06006	0.8008	0.01719	0.08082	0.07713	0.06164	0.04851	0.06385	0.04493	0.07785	0.03355	0.02741	0.143	0.3265	0.02308	0.0	0.01639	0.04074	0.0	0.04111	0.01617	0.0	0.0	0.0	0.003276	0.008752	0.02867	0.3794	0.0	0.005799	0.0	0.008544	0.00862	1.754	6.292	0.01262	0.0	0.0348	0.02552	1.012	0.0	0.3727
CD207	0.0	0.0	0.0	0.009857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01128	0.0	0.02472	0.008776	0.0	0.0	0.0	0.0	0.0	0.02881	0.0069	0.0	0.03618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02156	0.01995	0.0	0.0	0.007352	0.02548	1.548	0.876	4.395	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL22RA2	0.005756	0.005415	0.00648	0.009857	0.0	0.0	0.004806	0.0	0.0	0.007399	0.0	0.01443	0.0	0.03313	0.1008	0.02041	0.0	0.01535	0.0	0.0	0.003037	0.0	0.003484	0.005253	0.0	0.00752	0.008556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.01356	0.0	0.0	0.0	0.0	0.0	0.0	0.01221	0.0	0.0	0.0	0.004395	0.005714	0.0	0.0	0.01011	0.0	0.009667	0.0	0.0	0.0	0.0	0.0	0.0	0.02051	0.0	0.0	0.0	0.0	0.0	0.0	0.003276	0.002923	0.01799	0.004012	0.0	0.005799	0.0	0.0	0.0	0.2867	3.834	0.0	0.06495	0.0	0.0	0.0	0.0	0.0
AL138899.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008399	0.0	0.01222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05949	0.001615	0.003276	0.0	0.0533	0.07057	0.02741	0.0	0.03639	0.05052	1.183	0.8932	3.451	0.0	0.0	0.0	0.02552	0.0	0.0	0.0
LINC02842	0.0	0.005415	0.0	0.4688	0.0	0.0	0.009595	0.03522	0.0	0.007399	0.0	0.0	0.01653	0.0	0.0	0.0	0.0	0.007695	0.0	0.0	0.0	0.0	0.003484	0.005253	0.03135	0.003765	0.008556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005714	0.0	0.0	0.005062	0.0	0.004841	0.01377	0.0	0.01216	0.0	0.0	0.0	0.0	0.02079	0.0	0.0	0.1477	0.03993	0.2703	0.0	0.0	0.0	0.1342	0.0	0.0	0.0	0.0	0.1002	0.2337	3.661	0.9819	0.09636	0.01751	0.0	0.0	0.0	0.0
HCRTR2	0.0	0.0	0.0	0.0	0.01151	0.004868	0.009595	0.0	0.003194	0.0	0.0	0.0	0.0	0.0	0.1008	0.04053	0.0	0.0	0.0	0.0	0.0	0.0	0.003484	0.005253	0.0	0.001884	0.0	0.01064	0.02263	0.01943	0.02845	0.0313	0.0	0.0	0.01246	0.0	0.0	0.01356	0.01222	0.0	0.02292	0.0	0.044	0.1019	0.0	0.0	0.0	0.0	0.0	0.0	0.01092	0.0	0.0	0.0	0.0	0.0	0.0107	0.01216	0.0	0.0	0.01639	0.02051	0.0	0.0	0.01617	0.0	0.0	0.0	0.0	0.0	0.007221	0.02391	0.0	0.0	0.007352	0.008544	0.00862	0.1787	2.373	0.0	0.0	0.0	0.0506	0.0	0.0	0.02634
SUCNR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007114	0.003194	0.02208	0.00759	0.2027	0.00829	0.1883	0.0	0.07995	0.0	0.0	0.0	0.0	0.0	0.0	0.00696	0.01049	0.01576	0.0	0.004284	0.3323	0.2313	0.006506	0.0	0.0	0.0	0.02755	0.0	0.0	0.0	0.01356	0.2577	0.02924	0.0	0.0	0.0	0.0	0.01221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0206	0.0	0.08304	0.0	0.0	0.0	0.02051	0.0	0.0207	0.03216	0.0	0.02011	0.0	1.198	1.179	1.574	1.41	1.372	0.6599	0.01467	0.1543	0.9252	1.024	3.296	0.4715	0.0	0.0	1.362	2.889	0.0	0.0
PPM1N	0.6596	0.4917	0.1942	0.1854	0.2143	0.2169	0.1636	0.3911	0.3628	0.2575	0.1134	0.5828	0.1348	1.096	0.8448	0.5559	0.2529	0.3235	0.5	0.2924	0.001519	0.02197	0.9164	0.2638	0.6416	0.4785	0.1698	0.08298	0.0777	0.09464	0.009547	0.0518	0.05427	0.01843	0.2625	0.1256	0.01675	0.02699	0.1623	0.2315	0.1943	0.0811	0.03313	0.04165	0.2577	0.03359	0.02287	0.1574	0.04336	0.05614	0.07997	0.08078	0.09326	0.0873	0.08475	0.1384	0.02132	0.02422	0.2455	0.1719	0.3235	0.1931	0.2137	0.2484	0.1973	0.1709	0.2245	0.001615	0.274	0.333	0.2996	0.2902	0.4237	0.2255	0.1404	0.6672	0.358	0.2604	3.584	0.06202	0.06495	0.2125	0.2586	0.2672	0.0	0.0522
LINC02149	0.0	0.0	0.0	0.009857	0.0	0.0	0.004806	0.0	0.003194	0.0	0.0	0.007235	0.0	0.0	0.0	0.02041	0.0	0.007695	0.0	0.0	0.0	0.0	0.0	0.0209	0.01576	0.001884	0.0	0.01064	0.0	0.006506	0.03781	0.0313	0.0	0.0	0.03707	0.0	0.0	0.0	0.0	0.0	0.01151	0.09232	0.044	0.1408	0.02432	0.01128	0.0	0.0	0.0	0.0	0.01635	0.0	0.0	0.0	0.0	0.0	0.03187	0.03618	0.0	0.0885	0.0	0.02051	0.1011	0.0207	0.06362	0.0	0.09784	0.01607	0.0	0.0	0.0	0.008013	0.01103	0.0	0.0	0.008544	0.3445	0.2604	2.019	0.0	0.0	0.0	0.0506	0.0	0.0	0.0
GNAO1	0.08945	0.03748	0.0	0.01965	0.0	0.01456	0.004806	0.01419	0.003194	0.0	0.0038	0.007235	0.0	0.1282	0.1008	1.763	0.0	0.0	0.0	0.01241	0.0	0.0	0.003484	0.005253	0.03135	0.003765	0.004284	0.06268	0.405	0.08852	0.27	0.131	0.3178	0.1745	1.497	0.6991	1.26	0.1051	0.3278	0.3051	0.2143	0.3664	0.2646	0.4345	0.01221	0.0	0.01148	0.01653	0.02184	0.0	0.01635	0.02355	0.01011	0.0	0.01927	0.01377	0.0	0.0	1.941	0.7834	1.327	0.3793	1.7	0.04111	1.185	0.0	0.1166	0.001615	0.006544	0.008752	0.007221	0.0971	0.01651	0.0	0.02195	0.05877	1.209	1.254	3.637	0.02513	0.0	0.1344	0.09948	0.4926	0.0	0.433
AC098679.1	0.0	0.0	0.0	0.0	0.0	0.0	0.004806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.001884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006544	0.008752	0.007221	0.01995	0.01651	0.0	0.0	0.0	0.07579	0.1216	1.143	0.0	0.0	0.0	0.0	0.0	0.0	0.02634
HPGDS	0.0	0.0	0.0	0.0	0.04549	0.03849	0.052	0.03522	0.0	0.0	0.0189	0.0	0.00829	0.03313	0.1008	0.04053	0.0	0.0	0.0	0.01241	0.0	0.0	0.02764	0.0	0.02357	0.0	0.0	0.0	0.0	0.0	0.01903	0.0	0.0	0.0	0.0	0.1083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005062	0.0	0.0	0.0	0.0	0.0	0.1011	0.01814	0.0	0.211	0.1585	0.0	0.04798	0.1937	0.0	0.02562	1.761	1.813	1.203	1.25	1.311	0.8297	0.02195	0.008544	1.084	0.1504	4.794	0.156	0.0	6.698	2.332	0.0	0.02623	0.1271
LINC02223	0.01149	0.005415	0.0	0.009857	0.04549	0.04796	0.1289	0.1032	0.00956	0.007399	0.0	0.03582	0.02473	0.06552	0.0	0.02041	0.0	0.0	0.0	0.02472	0.0	0.0	0.01389	0.0	0.0079	0.00752	0.008556	0.0212	0.03381	0.1661	0.0	0.04158	0.0	0.04563	0.04922	0.0	0.0	0.0	0.0	0.0	0.0	0.01187	0.01113	0.02097	0.07177	0.005653	0.0	0.0	0.0	0.02272	0.005472	0.005923	0.005062	0.009965	0.02405	0.01377	0.0107	0.01216	0.01159	0.03605	0.0	0.0	0.0615	0.0	0.1541	0.05092	0.0	0.0	0.006544	0.0	0.007221	0.008013	0.01651	0.01158	0.06486	0.01704	0.0	0.09213	2.034	0.0	0.06495	0.0348	0.0506	0.0	0.0	0.02634
LINC01800	0.0	0.0	0.0	0.0	0.05665	0.02897	0.009595	0.04908	0.01273	0.007399	0.00759	0.007235	0.01653	0.0	0.0	0.04053	0.0	0.01535	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0	0.004284	0.0	0.01136	0.006506	0.01903	0.0	0.0	0.009243	0.0	0.0	0.0	0.0	0.0	0.02924	0.0	0.0	0.08671	0.02097	0.01221	0.02248	0.0	0.0	0.008776	0.005714	0.01092	0.005923	0.0	0.0	0.009667	0.01377	0.02132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01617	0.2816	0.8922	0.003228	0.02922	0.04608	0.03928	0.08957	0.09114	0.101	0.02919	0.008544	0.31	0.2867	1.769	1.146	0.0	0.01751	0.0	0.0	0.0	0.0
CKLF	0.6741	1.404	1.271	2.126	3.111	1.983	1.79	0.8407	0.5578	1.302	0.7145	0.6945	1.408	1.772	1.248	1.145	0.0	0.4189	0.9272	0.4375	0.01211	0.123	0.4023	0.2057	0.8841	0.1855	1.913	1.814	1.042	1.762	0.47	0.8098	0.6095	1.118	0.6046	0.6991	0.642	0.7962	0.8678	0.4088	0.8741	0.9997	0.7825	0.3207	0.6108	1.632	2.174	1.035	2.323	2.429	2.039	2.841	2.323	1.544	2.005	1.431	2.264	2.02	3.192	2.239	3.424	4.19	1.77	2.946	3.156	1.799	1.498	0.4678	3.558	3.288	3.285	3.668	2.766	0.6818	2.898	2.39	4.51	1.1	6.184	1.449	3.624	5.214	3.651	2.948	0.6995	1.787
PIK3R6	0.0	0.005415	0.0	0.0	0.0	0.004868	0.0	0.02825	0.0	0.0	0.0	0.0	0.0	0.0	0.1008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003765	0.004284	0.0	0.02263	0.0	0.0	0.0	0.0	0.009243	0.01246	0.0	0.0	0.0	0.01222	0.0	0.01151	0.0	0.0	0.0	0.0	0.0	0.0	0.03287	0.05187	0.0	0.0	0.01182	0.0	0.004991	0.01927	0.01377	0.0	0.0	0.06817	0.266	0.1854	0.1749	0.5215	0.1007	0.6448	0.02569	0.1716	0.003228	0.07353	0.1657	0.7002	0.5455	0.9154	0.4632	0.5048	0.5196	0.916	0.5476	2.582	0.1331	0.1867	2.715	0.7922	0.1398	0.0	0.0522
SLC8A1-AS1	0.0172	0.02154	0.0	0.0	0.0787	0.05267	0.08868	0.08314	0.003194	0.01476	0.0	0.007235	0.01653	0.06552	0.0	1.344	0.0	0.01535	0.4234	0.0	0.0	0.0	0.0	0.0	0.0079	0.00752	0.0	0.03168	0.7139	0.09464	0.4279	0.5174	0.4217	1.087	1.277	1.108	1.271	0.5579	1.26	1.277	1.249	0.9512	0.0	0.06203	0.3081	0.2153	0.03979	0.2014	0.06034	0.08341	0.03252	0.02937	0.04983	0.04915	0.1605	0.4278	0.06304	0.01216	0.03449	0.01814	0.01639	0.0	0.1956	0.0207	0.1686	3.272	0.07879	0.1633	0.4571	0.6637	0.555	0.9425	1.219	1.778	0.717	1.213	2.275	1.227	3.652	3.215	0.8154	0.0	0.6681	0.0	0.0	0.0522
LINC01611	0.0	0.0	0.0	0.01965	0.0	0.0	0.004806	0.007114	0.0	0.0	0.0038	0.01443	0.0	0.0	0.0	0.04053	0.0	0.0	0.0	0.0	0.0	0.0	0.00696	0.005253	0.01576	0.0	0.0	0.0	0.0	0.0	0.009547	0.01051	0.0	0.0	0.0	0.0	0.0	0.05348	0.04826	0.02924	0.03425	0.0	0.0	0.04165	0.01221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01159	0.03605	0.0	0.02051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01598	0.0	0.0	0.0	0.0	0.02571	0.03137	1.372	0.01262	0.0	0.0	0.02552	0.0	0.0	0.02634
PRSS56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05092	0.0	0.0	0.003276	0.0	0.0	0.004012	0.0	0.0	0.0	0.0	0.03417	0.0	0.7714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPCDC	1.34	0.8336	0.7713	2.339	0.9657	1.226	1.793	2.141	1.765	1.123	0.6769	1.743	1.106	1.956	1.157	1.029	0.8209	0.6479	1.314	0.7727	0.1852	0.1631	1.947	1.239	1.318	0.7613	0.7288	0.9394	1.102	0.9256	1.243	1.207	0.8388	1.306	1.73	1.441	1.372	0.9165	1.621	1.331	1.175	1.29	0.6248	0.943	0.485	1.733	1.243	1.545	1.623	1.746	2.104	1.96	1.936	1.474	1.417	1.424	1.459	1.803	1.128	1.172	1.076	1.221	1.259	1.137	1.452	1.264	1.057	0.4407	0.5829	0.7994	0.6153	1.368	0.6801	1.124	1.637	2.133	1.617	1.872	4.771	2.841	2.155	1.198	1.872	0.5933	0.2871	1.748
