UID	aCap	Adventitial FB	Alveolar FB	Alveolar macrophage	Arteriole	AT1	AT2	B cells	Basal	CD4	CD8/NKT	cDC1	cDC2	Ciliated	Differentiating ciliated	gCap	Inflamed	Inflammatory monocyte	Interstitial macrophage	KRT5-/KRT17+	Lymphatic	Mast	Mesothelial	moDC	Monocyte	Monocyte-derived macrophage	MyoFB	MyoFB - Activated	NK	pDC	Pericyte	Plasma	PLIN2+ FB	PNEC	Proliferating - Epi	Proliferating - Imm	Secretory - SCGB1A1+/MUC5B+	Secretory - SCGB1A1+/SCGB3A2+	Secretory - SCGB3A2+	SMC	Systemic venous	Transitional AT2	Venule
PTTG1	0.015951641	0.06348561	0.022501248	0.100330413	0.067295451	0.034534456	0.122249093	0.156806638	0.159308194	0.621451635	0.323911085	0.087459116	0.113924441	0.024329219	0.023952727	0	0	0.062645952	0.100288456	0.063511248	0.017510041	0.093603097	0.087808037	0.080651399	0.034151004	0.057208801	0.038292601	0.057818709	0.091804641	0.137609839	0.049668316	0.269172069	0.094780537	0	0.984823393	1.111445883	0.018882165	0.025585209	0.060582763	0.034832419	0.006255706	0.127041641	0.011638859
AURKA	0.003720871	0.012835425	0.001167521	0.052014047	0.015543369	0.004334608	0.028629288	0.005169847	0.008270361	0.017826863	0.017953015	0.016962433	0.037326955	0.004045821	0.020448206	0	0	0.041187686	0.041377222	0.004751196	0.001951707	0.046349686	0.005750416	0.037451627	0.036072326	0.033874444	0	0.002350914	0.017867614	0.032609595	0.011534436	0.108705356	0.01593519	0.010643339	0.176407689	0.324275358	0.005827412	0.00545603	0.008179728	0.005290012	0.005136655	0.009514689	0.010715265
MAD2L1	0.014380753	0.010880715	0.009532298	0.013974634	0.01959016	0.000572543	0.00682241	0.028316393	0.013776799	0.070689065	0.076669495	0.013154446	0.021163045	0.073355354	0.052077376	0.032473823	0	0.006612618	0.024688927	0.019434251	0.007243328	0.014085409	0.01279986	0.015923192	0.004553277	0.008887153	0.032657862	0.001730357	0.031695593	0.02895121	0.025941562	0.160178781	0.020267756	0.010711528	0.505110426	0.558149739	0.007437375	0.007816103	0.010537091	0.027296473	0.004655024	0.00383053	0.008806696
MND1	0.000114173	0.002174478	0	0.003480489	0.00924993	0	0.009502201	0.009916181	0.003266685	0.005676813	0.001599039	0	0.009368583	0.001774233	0.00300623	0	0	0.000514531	0.006309314	0.005827125	0	0.001595423	0.008216915	0.004194367	0.002833088	0.002318316	0	0.013086692	0.004709449	0	0.00593385	0.07062229	0.00655936	0	0.333059035	0.380701309	0.003539249	0.007128812	0.002521629	0.012376822	0.001299487	0.028403562	0.00095338
KIF11	0.000642838	0.001694315	0.000825728	0.009915339	0.022616553	0.001929769	0.005966544	0.003355515	0.008302644	0.005953755	0.033275065	0	0.009065273	0.019786575	0.034952593	0	0	0.006436468	0.003731045	0	0.000114807	0.004437894	0.003883163	0.006897438	0.003037825	0.006300793	0	0.001203102	0.004199145	0.001893557	0.00049307	0.089509935	0.002041922	0	0.294502899	0.373216383	0.013231272	0.007050773	0.007237502	0	0.004419636	0.009285695	0.002360063
NDC80	0.002982091	0.011726939	0.002727683	0.0030618	0.02579346	0.005022903	0.00048274	0.017682656	0.001353425	0.054564809	0.032279585	0	0.006958488	0.004465541	0.005947941	0	0	0.002575439	0.003148803	0	0.003696978	0.008571179	0.002363646	0.001455712	0.0004007	0.002380735	0.005516247	0.008631743	0.023168522	0.018140883	0.041760433	0.119113584	0.008982272	0	0.271862059	0.372326598	0.000410695	0.000743809	0.002716034	0.002387627	0.002255109	0	0.001758115
CDCA3	0.000164255	0.00310409	0.001838215	0.006145158	0.029363685	0	0.001139548	0.001303558	0.002830256	0.002604933	0.001809384	0.008945473	0.00123043	0.003239541	0.021023214	0	0	0.001902968	0.003279735	0	0.002275376	0.004277972	0.003655005	0.001266437	0.000384577	0.001871935	0.013304048	0	0.002770014	0.016523762	0	0.0985263	0.027766167	0	0.319922583	0.3903077	0.001443784	0.002115972	0.001557992	0.006744555	0.002084737	0.011711903	0.000277663
NCAPH	0.004848811	0	0.000594606	0.003128341	0.021181091	0	0.000698933	0	0.003031972	0.018481482	0.012481123	0.007731746	0.012139421	0.000437428	0.00119399	0	0	0.004207874	0.04954865	0.000696589	0	0.005948404	0.000254787	0.010585325	0.007455111	0.003040861	0	0	0.00200766	0	0.014241878	0.144053589	0	0	0.273495624	0.392534214	0.003713288	0.004717838	0.000529299	0.011393808	0.001019668	0.001177379	0.001475148
CLSPN	0.004402297	0.000607614	0.001873016	0.006620895	0.031634525	0.001252318	0.009740809	0.001505035	0.006297734	0.03459185	0.011930281	0.030036707	0.032029663	0.000436618	0.013195354	0.005528084	0	0.012684284	0.02653315	0	0.001003174	0.014442982	0.001357153	0.017093889	0.006006296	0.012939586	0	0.008796027	0.004422751	0.009196846	0.027246479	0.133737572	0.005705806	0	0.48577535	0.595118997	0.001861067	0.02068947	0.007859215	0.015420646	0.003328038	0.013814852	0.001350035
SHCBP1	0.001149792	0.004570432	0.023904068	0.00715387	0.010391197	0.002091976	0.000848521	0.007071827	0.000886367	0.001308548	0.00251842	0.00802283	0.036504748	0.000613596	0	0	0	0.016934749	0.017365384	0	0.000426347	0.007798399	0.002599259	0.025465321	0.009510477	0.007418302	0	0	0.005313873	0.01335183	0.001821849	0.182567626	0.00031268	0	0.219192247	0.371696025	0.007532298	0.001348488	0.004656149	0	0.005547839	0	0.000350659
TOP2A	0.010312848	0.003130751	0.003964842	0.003329296	0.063329077	0	0.020334531	0.013679845	0.00643569	0.02657844	0.013971389	0.017761684	0.012175581	0.011913805	0.014440398	0	0	0.005932873	0.005716447	0.017937953	0.024713701	0.009846586	0.000475231	0.014812385	0.006026311	0.007806391	0.009600842	0.001114671	0.010636747	0.026474813	0	0.136629769	0.018708267	0.010199992	0.884235095	0.860818925	0.018927449	0.008550408	0.028013566	0.006507576	0.003508983	0.010224155	0.003004907
NCAPG	0.010222354	0.003821093	0.00255173	0.00912058	0.036328788	0.000698484	0.004047265	0.008501606	0.003469951	0.033318791	0.030136008	0.025229387	0.003866955	0.003836876	0	0	0	0.003461739	0.005609547	0.010667378	0.001685334	0.00926003	0.000957676	0.007287947	0.007441232	0.004072589	0	0	0.004628312	0.00137571	0.003804629	0.117787365	0.000107638	0	0.298270408	0.415165031	0.001027829	0.001413074	0.00070364	0	0.003404045	0.00189421	0.007030881
NUF2	0.000209553	0.010353596	0.000571308	0.001076742	0.028763378	0	0.000199729	0.0006937	0.002412917	0.022076829	0.007661951	0.00106344	0.004023684	0.001919964	0.003760901	0	0	0.003721693	0.003812966	0	0.000544862	0.009544558	0.003447089	0.004846019	0.003693742	0.002755681	0	0.004895711	0.045536683	0.004565469	0.006449588	0.091915912	0.00029078	0	0.358390138	0.445921604	0.003613211	0.002210699	0.001177993	0.002147055	0.002238291	0.00424896	0.001075461
TYMS	0.022011087	0.035265026	0.053880982	0.006618184	0.065169901	0.01255301	0.033849067	0.016892965	0.234239407	0.045413432	0.037515708	0.008727569	0.012359299	0.018301283	0.118345473	0	0	0.006847814	0.01413057	0.21907849	0.076886802	0.033583352	0.082239154	0.012008233	0.001708569	0.008289469	0.096955008	0.045472181	0.008797705	0.015656301	0.099864757	0.249889508	0.062325664	0.010199992	1.061228756	1.114999752	0.049489603	0.055684714	0.076776146	0.079735266	0.053100853	0.101313695	0.023484536
SGO1	0.004422987	0.001740444	0.00117516	0.00259051	0.016024548	0	0.001536311	0.01827626	0.000561187	0.024602949	0.002337728	0.026571208	0.0275518	0.003329026	0.008380789	0	0	0.005618003	0.004180591	0.001756207	0.001374076	0.010685664	0.013018138	0.010938695	0.001991682	0.003783627	0	0.004646485	0.005617085	0.030066493	0	0.091711588	0.000136154	0	0.266082878	0.354564692	0.001297114	0.002513158	0.002243457	0	0.001216173	0	0.003707179
CDCA2	0	0.001892569	0.000737905	0.002390351	0.019202948	0	0.009038368	0.01611883	0.00235751	0.011113563	0.008149705	0	0.005356187	0.00178588	0.000831779	0	0	0.00365398	0.009187503	0	0.000136874	0.004298311	0.008427774	0.003644651	0.000901238	0.00171607	0	0	0.00275839	0	0.000426433	0.087074421	0.002823675	0	0.195048655	0.343741884	0.002287998	0.006307103	0.005223308	0.000481761	0.001035652	0.000495142	0.000244665
CDCA5	0.000105224	0.005563719	0.001509668	0.003115726	0.018778534	0.000599961	0.006677352	0.016893288	0.0022616	0.007478079	0.002780906	0.016304953	0.005159328	0.006876824	0.000456185	0	0	0.001559153	0.002775968	0	0.000243479	0.009986305	0	0.004441626	0.001398245	0.003143063	0	0.001663394	0.002908945	0.002290866	0	0.078478333	0	0	0.275309677	0.429524918	0.002490455	0.006843062	0.009448513	0.000345998	0.004779414	0.006981621	0.002064714
NEIL3	0	0.004297624	0.000935295	0.000624967	0.010876437	0	0.00022251	0	0.00029543	0.01948521	0.002916847	0	0.003013841	0	0	0	0	0.002642694	0.001762187	0	0	0.004087953	0	0.000336364	0.008292443	0.002490962	0	0	0.001950108	0	0	0.049196874	0	0	0.095325431	0.22288543	0	0.000718399	0.001121622	0	0	0	0
NUSAP1	0.00964829	0.006859226	0.01061035	0.025731321	0.068172914	0.016188654	0.015399931	0.019505361	0.022815182	0.070418265	0.080513865	0.017571484	0.033885628	0.003515413	0.013371928	0.009381944	0	0.02676758	0.02108193	0.011187243	0.002409203	0.019500991	0.005378452	0.022863897	0.023485137	0.019491408	0.008764804	0.012828551	0.009364514	0.063822236	0.011199369	0.287452766	0.017634431	0	0.781245043	0.905760687	0.008105916	0.021222511	0.0109184	0.002405687	0.00257269	0.006720006	0.002788366
KIF4A	0.001114054	0.000377729	0.013390034	8.26E-05	0.025026016	0	0.000462529	0	0.001546249	0.0023747	0.000200429	0	0.002100534	0.005316824	0.012343967	0	0	0.000620433	0.000734687	0	0.003330745	0.003017405	0	0.001743635	0.001057975	0.001337515	0.024998861	0.015672782	0	0	0.027063698	0.035693269	0.002182645	0	0.216414486	0.31436701	0.000519611	0	0.00019052	0.012274624	0.000736843	0	0.001582457
CDCA8	0.002017821	0	0.000392006	0.010132593	0.018444986	0	0.007226583	0.000705358	0.004859696	0.03052244	0.016952837	0	0.010492395	0.008757494	0.00873134	0.006748825	0	0.008526032	0.016841907	0.027991817	0.000811003	0.009081902	0	0.009694231	0.002612807	0.008948182	0	0.008517061	0.039817115	0.002468311	0.009568991	0.090862564	0.005322245	0	0.295431856	0.434465685	0.003705511	0.008537811	0.005770608	0.005669485	0.003252544	0.018108554	0.001898563
KIF15	0	0.010418951	0.011079728	0.000564188	0.029505915	0.004591791	7.44E-05	0.000687148	0	0.004463826	0.000321176	0	0.002222191	0.003536843	0	0	0	0.000623724	0.004298324	0.000563088	0	0.005238673	0.000261804	0.001366309	0.00406772	0.002493908	0	0.010005697	0.000839604	0	0	0.071496467	0.000325181	0	0.199422155	0.359518836	0.001586758	0	0.000638301	0	0.001364767	0.004262331	0.001454818
CDC20	0	0.001607757	0.007650863	0.002245059	0.024913797	0.00503232	0.003490365	0	0.001662462	0.008484273	0.002307577	0	0.006953604	0.006309712	0.013008503	0	0	0.002948065	0.009042641	0.000358095	0.00043504	0.005445451	0.008713964	0.00850775	0.000373465	0.003155601	0	0.009887505	0.000524729	0	0	0.116351225	0.005124902	0	0.494897113	0.579572744	0.002068276	0.002616994	0.00542144	0	0.003075092	0.002768981	0.000936758
HIST1H1B	0.001041987	0.000522031	0.006063169	0.00550154	0.016621153	0.000599961	0.008912387	0.024885554	0.007284082	0.030671484	0.049251787	0.048925071	0.040452688	0.007939362	0.002348028	0	0	0.02120187	0.019434354	0.005125151	0.004090138	0.020628436	0.002097379	0.036131558	0.023073706	0.013917503	0.013322012	0.007451696	0.055354843	0.080256026	0.00047245	0.213183971	0.005830665	0	0.230307458	0.550613996	0.010844195	0.019993067	0.020430151	0.004453557	0.001997141	0.006620815	0.003489315
CKAP2L	0.009378738	0	0	0.002539482	0.02148324	0	0.004690432	0.005023534	0	0.009068795	0.007315598	0	0.00050085	0.001909486	0.000630637	0	0	0.00072189	0.001136394	0.014076523	0.00043057	0.00634095	0	0.000411138	0.001086659	0.001393499	0.011832718	0	0.001473916	0	0	0.057120269	0	0	0.281317831	0.388819533	0.000391022	0	0.000156394	0	0.00026834	0	0.000190193
KNL1	0.007220723	0	0.001784507	0.009526735	0.045645249	0	0.002271745	0.057406209	0.001985444	0.037504885	0.017889458	0.001003155	0.012511467	0.004072849	0.006103215	0.006361042	0	0.01507736	0.010217177	0.0125445	0.010953305	0.014564595	0.005465369	0.02042135	0.010116654	0.016855166	0	0.007362058	0.02175463	0.031523658	0.015807988	0.140662787	0.002290208	0.027857009	0.359760358	0.568504907	0.012849323	0.016544874	0.00539442	0.003488176	0.007271866	0.000443905	0.000732721
UBE2C	0.018514306	0.005680686	0.001225243	0.00718099	0.051339147	0.011466009	0.013712427	0.00088205	0.004845834	0.005241092	0.014147574	0	0.004324551	0.003443718	0	0	0	0.003916491	0.007890853	0.001323247	0.003937196	0.008325733	0.004045335	0.003595118	0.002048765	0.004085778	0	0.006838924	0.001319348	0	0	0.235893586	0.002904245	0	0.718953095	0.859873518	0.000780493	0.024585109	0.017750834	0.002743652	0.003765081	0.021109038	0.001096393
CEP55	0.000443606	0.000763703	0.001205956	0.001959813	0.015134676	0	0.000673647	0	0.000897381	0.131934576	0.002630695	0	0.001030114	0.000179107	0.002808041	0	0	0.003558003	0.008814657	0	0	0.009746679	0.001520958	0.003696924	0.001902787	0.005048682	0	0	0.028931563	0.003497218	0.000761347	0.085266513	0	0.010199992	0.446863471	0.595366917	0.010566266	0	0.001515539	0	0.000910525	0.004607138	0
KIFC1	0.002271931	0.007245286	0.001206528	0.007586893	0.028655747	0.020511894	0.006860599	0.003102675	0.000887824	0.00527382	0.003328158	0.023367999	0.014801375	0.004385021	0.002897775	0	0	0.017660401	0.003048605	0.002054615	0.000645405	0.006766099	0.005808175	0.018756172	0.006607766	0.008070006	0	0.009083377	0.006804085	0.002228929	0.015593837	0.105797938	0.003528793	0.058819996	0.335386655	0.523724064	0.008992214	0.00478107	0.016964373	0.002826154	0.000798293	0	0.000635705
PIMREG	9.96E-05	0	0	0.000990485	0.022425357	0	0	0	0.000651091	0.019337856	9.29E-05	0	0.000598808	6.87E-05	0	0	0	0.000558568	0.000528737	0	0.000230198	0.004482897	0	0.000178615	5.56E-05	0.000512577	0	0	0.001157991	0	0.002023407	0.008154672	0	0	0.075498037	0.22271736	0	0	0.000391295	0.00073327	0.000188822	0.008975604	0
BIRC5	0.004425244	0.004496346	0.00758066	0.007045171	0.039931031	0.000892045	0.003597718	0	0.003539653	0.012678218	0.000723	0	0.002581456	0.000473445	0.003754728	0.030204486	0	0.002906729	0.005553581	0	0.006462231	0.009580487	0.004216555	0.011624257	0.003268049	0.003968866	0	0.005945557	0.000234976	0.002037277	0	0.248582283	0.002290208	0.010643339	0.650866203	0.833847213	0.002242938	0.005006065	0.018591074	0.008981031	0.002328684	0.000507098	0.000239741
DLGAP5	0.000370127	0	0.000271697	0.001823595	0.033687126	0	0.000395442	0	0.001130163	0.00231983	0.000193638	0	0.000575831	0.001602842	0.000485487	0	0	0.00048177	0.00175235	0	0.000136874	0.000914995	0	0.001268219	0.001324469	0.000815756	0	0	0.001374976	0.002711549	0.000622392	0.083925219	0	0	0.271037392	0.427079104	0.003372959	0.000568786	0.008513269	0.0010284	0.000730607	0.012621161	0.000538392
HMMR	0.000131553	0.006059356	0	0.004086198	0.023463874	0	0.007712153	0	0.009445325	0.018665333	0.026042917	0.015805941	0.002625698	0.013273293	0.004675838	0	0	0.004273643	0.006322441	0.002613586	0.00662593	0.004373069	0	0.004235828	0.003165549	0.00371415	0	0	0.011024507	0	0.001024852	0.09887133	0	0	0.32592477	0.471622726	0.008328002	0.002607779	0.000595984	0	0.000903703	0.014255406	0.001173001
CCNA2	0.004506873	0.002251595	0.00345304	0.003444871	0.045556852	0.0070427	0.003629567	0	0.002979298	0.011779015	0.002336982	0	0.001467455	0.01760518	0.020104769	0	0	0.003253614	0.003550165	0.000861034	0.001740376	0.010192786	0.00123232	0.006001875	0.00290097	0.003175443	0.028753604	0.001158418	0.009927234	0	0.001970052	0.127514571	0.000138836	0	0.324103206	0.54639784	0.00874027	0.004830799	0.00219525	0.016280197	0.001646425	0.024213588	0.001879274
TROAP	0.001422147	0.001097402	0.00528163	0.005712763	0.027363817	0	0.003442393	0	0.001710389	0.002238746	0.013326537	0	0.001849899	0.002165174	0.015760846	0	0	0.002574985	0.006047412	0	0.00159025	0.005132147	0.009034086	0.004650399	0.001968446	0.004994102	0	0.001416865	0	0.004461857	0.004441404	0.069833217	0	0	0.411763982	0.538171517	0.000388036	0	0.013876531	0.002212045	0.006006113	0.003131128	8.85E-05
KIF2C	0.000779942	0.000804523	0.0046344	0.000978311	0.009498283	0	0.000280286	0.000687148	0.002040206	0.011873117	0.001541361	0	0.001237591	0.001686413	0.000802577	0	0	0.000621843	0.002226393	0.001023199	0.000290551	0.009439464	0	0.001558382	0.000398216	0.001511526	0	0.003927062	0.000602973	0	0.000408821	0.03089807	0.0056071	0	0.199418077	0.375309059	0.000567351	0.002665465	0.000721554	0.004719456	0.000996859	0	0.002484994
CCNB2	0.004385345	0.00061742	0.001471185	0.014702021	0.035100417	0.000642682	0.003182712	0	0.004323479	0.019996238	0.000401655	0.021206756	0.007844604	0.002182439	0.007872324	0	0	0.006287687	0.022722659	0	0.007212654	0.007357094	0.001520958	0.010753838	0.002008524	0.01101332	0	0.002259965	0	0	0.000590276	0.120514382	0.00031667	0	0.41534823	0.603617121	0.011703442	0.00050592	0.004807395	0.00202566	0.00178945	0.012863196	0.001318157
GTSE1	0.002292126	0	0	0.004607231	0.03985432	0.00468081	0.000216469	0	0.002219173	0.024510336	0.000599713	0	0.001736044	0.000828569	0	0	0	0.000861031	0.004933782	0.001027807	0	0.004062471	0	0.002603832	0.00025755	0.001303801	0	0.004233466	0.007618054	0.014548859	0.007039224	0.107564555	0.014852349	0	0.295955735	0.505217945	0.010539289	0	0.000941891	0.002992772	0.00078401	0.000507098	0.000334986
CENPF	0.006224356	0.009655345	0.013222461	0.042815731	0.080953358	0.017959779	0.003983895	0.028139301	0.02723944	0.056910033	0.026696446	0.010699375	0.052489048	0.113630584	0.103769419	0.005593842	0	0.015212034	0.026719167	0.031212001	0.028163656	0.047125132	0.003215391	0.025964318	0.007353215	0.024830467	0.016678823	0.011293578	0.006657342	0.005310501	0.013272859	0.175156356	0.035902906	0	0.880586497	1.136637811	0.030078334	0.021799063	0.012975072	0.002697321	0.008597977	0.01311819	0.003174694
AURKB	0.000785388	0.00079759	0	0.000926512	0.018769411	0	0.001087453	0.010565156	0.001854255	0.003713261	0.000191661	0.005112514	0.006861069	4.74E-05	0	0	0	0.002985915	0.006875087	0.004698851	0.006426135	0.006345115	0.00350483	0.003874758	0.005259206	0.001653116	0	0	0.000801805	0.005842978	0.000615047	0.108357677	0	0	0.259733653	0.501460204	0.000389177	0.001800101	0.000125683	0	0.000567666	0.000443905	0.000709068
TPX2	0.004290405	0.000615832	0.008653293	0.007558913	0.046364716	0	0.000837168	0.047747791	0.009326256	0.050856011	0.011195778	0.008460969	0.016032874	0.002460247	0	0	0	0.004711318	0.012393185	0.012030029	0.000283082	0.008688918	0.001729211	0.008610035	0.003380965	0.004937455	0.055152046	0.017305207	0.01154048	0.03746993	0.032473505	0.16280362	0	0	0.570265821	0.791457716	0.001285373	0.000563696	0.004167508	0.034163614	0.000590203	0.007326903	0.000796545
CENPA	0.00028071	0.000854576	0.001681867	0.006484686	0.023124341	0.000614668	0.000492932	0	0.000363996	0.00015659	0.000197589	0.014341291	0.002500799	0.000455347	0	0	0	0.003058514	0.003594391	0	0	0.003173449	0.008939914	0.003800993	0.000962616	0.006059702	0	0	0.000261941	0	0.001661587	0.067459386	0.002041922	0	0.159899391	0.392339749	0.001014882	0.00012998	0.004018315	0.001381955	0.000647067	0	0
PRR11	0.009749179	0.009838227	0.00231054	0.033654217	0.031922816	0.005152038	0.001950758	0.019463502	0.003798469	0.001999694	0.012335962	0.021044735	0.036785577	0.000789785	0.001494954	0.032671079	0	0.044832766	0.022034083	0.004698851	0.005250063	0.010382268	0.004734282	0.036933319	0.032471088	0.021762534	0	0	0.017557454	0	0	0.058896974	0.002307934	0	0.136217989	0.381510937	0.000954359	0.00309872	0.00053408	0.003978246	0.009397553	0.003422716	0.009391256
CENPE	0.000199751	0.006859879	0.012848528	0.036005643	0.031920819	0.00468081	0.00331234	0.009706428	0.023850791	0.03295714	0.009803803	0.024818248	0.023349179	0.004396918	0.009075072	0	0	0.03585062	0.026599356	0.025530857	0.009303005	0.038458956	0.013272325	0.028926372	0.018227776	0.028102094	0	0.019369573	0.011097809	0.087953237	0.015926961	0.11908554	0.004877773	0	0.219438116	0.551170797	0.005353698	0.021520331	0.008113887	0.005615687	0.005971443	0.014705814	0.004594955
KIF14	0.000726802	9.42E-05	0.001390313	0.005130366	0.030048163	0	0.001690067	0.0005806	0.001453958	0.000497539	0.008671197	0.007842156	0.003151503	0.002399186	0.000397368	0	0	0.006241438	0.004057282	0	0.000631093	0.006038485	0.02010526	0.004910968	0.010798777	0.005410559	0	0.001148378	0.003016932	0.001495171	0.002392262	0.058767087	0.023820126	0	0.163768711	0.358248799	0.001025335	0.006811298	0.00182683	0.001593161	0.002798206	0	0.000408896
PLK1	0.01033758	0.002496549	0.005622964	0.004952296	0.017712846	0.016928292	0.005064414	0.005862998	0.00442789	0.004444338	0.000286644	0.006098451	0.001213198	0.006429985	0.00284102	0.007323666	0	0.006442336	0.004226152	0.012047942	0.004757528	0.003607835	0.000674517	0.002894258	0.005718303	0.00280159	0	0.002387345	0.000802284	0.002791869	0.00110977	0.088879332	0.000131437	0	0.178768644	0.437041891	0.001720351	0.004701714	0.00473586	0	0.002165295	0.00046544	0.010547443
ASPM	0.00051947	0.000101189	0.0042468	0.002223691	0.042056515	0.00447913	0.001389355	0.016893288	0.016870417	0.028419076	0.007067416	0.006427726	0.004244953	0.000392002	0.000837258	0	0	0.002264602	0.003050375	0	0.000813379	0.005271947	0.011481805	0.002333463	0.009627799	0.002148311	0.007034572	0.003015019	0	0.053796554	0.005229134	0.156167056	0	0	0.408920116	0.730094096	0.001260151	0.002144484	0.012965618	0.001576765	0.000247249	0.003451286	0.000819804
CDKN3	0.011114786	0.00583646	0.006161004	0.021239817	0.050412211	0.000851784	0.006803663	0.007478439	0.001462574	0.042805788	0.02606206	0.001900146	0.007177978	0.001788121	0.004479621	0.006585237	0	0.009997255	0.022901726	0.001487735	0.01616552	0.042187777	0.017414857	0.008628669	0.010613789	0.014157012	0	0.010938396	0.005344973	0.002870882	0.006031223	0.168586404	0.003454554	0	0.365673494	0.671630239	0.003829904	0.003407783	0.008318712	0.00215244	0.060117728	0.011194344	0.021042954
MKI67	0.002000131	0	0.003466799	0.006870799	0.077073227	0.001123011	0.004007331	0.05393286	0.00644036	0.019359942	0.019822535	0.005383412	0.008317385	0.001353814	0.004293111	0	0	0.006602685	0.031855454	0.006174779	0.007792192	0.01967591	0.003462924	0.01255987	0.010448321	0.004993072	0	0.003731023	0.020641419	0.026346231	0	0.265376891	0	0	0.809470143	1.32698891	0.007689761	0	0.003762288	0.004523754	0.003583976	0.003475051	0.00029456
CLDN22	0	0	0	0	0	0.005644772	0.000102336	0	0.002841627	0	0	0	0.000132563	0.000787768	0.010966	0.005181849	0	0.000103517	0.000230261	0	0	0	0	0	0	4.12E-05	0.01271328	0	0	0	0	0	0	0	0.013407887	0	0.13228701	0	0.000172087	0	2.52E-05	0	0.000233229
PI3	0.013972551	0.000118717	0.009870486	0.002050813	0.000669433	0.002860736	0.030952053	0	0.019793864	0.003783436	0.000200594	0	0.001718184	0.004919042	0.07065624	0	0	0.00173525	0.000805324	0.003978964	0	0.001645188	0.051791197	0.005772605	0.001201213	0.00146811	0	0.000948078	0.003079291	0.004658125	0	0.00083227	0	0	0.068005842	0.001197931	0.357206814	0.040774342	0.063859365	0.013207554	0.000583176	0.04881202	0.005750865
SERPINB3	0.000114358	0.004542994	0.001593605	0.003009979	0.002677532	0	0.005006108	0.041408235	0.09729348	0.000440318	0.002327936	0.005431851	0.001584884	0.003196815	0.05058565	0.005740088	0	0.003838406	0.002999932	0.013424114	0.001808128	0.003056076	0.016960911	0.002738152	0.003251965	0.002817473	0.014395335	0	0.002058557	0	0.008948774	0	0	0.072646343	0.05945595	0.002991343	0.289185377	0.001245839	0.010620555	0.002627533	0.003461077	0.00538055	0.000534084
SORD	0.006470747	0.075571777	0.075114205	0.102025504	0.017761353	0.024926022	0.049633395	0.015716244	0.096644715	0.042338796	0.046448984	0.018954648	0.079917572	0.192947332	0.302350647	0.025977781	0	0.087527919	0.135746624	0.076601992	0.009348361	0.093589893	0.052865256	0.091133913	0.082634339	0.092687638	0.01817365	0.056041953	0.014748974	0.029600069	0.082140195	0.072107806	0.043162718	0.061856168	0.163512797	0.128388805	0.503258618	0.21556903	0.143069097	0.063608264	0.022522222	0.059404865	0.015845687
AKR1C1	0.016048608	0.830968237	0.412009788	0.153085235	0.012077796	0.42548816	0.287186789	0.012459637	0.432179179	0.028904067	0.003392719	0.035422867	0.027661262	0.39757844	0.856318777	0.037725686	0	0.017122123	0.019660592	0.356113563	0.353868054	0.011508706	0.117064437	0.018096565	0.024494458	0.066279642	0.339957804	0.194647177	0.010864642	0.023581988	0.073370265	0.005912904	0.678185572	0	0.598688517	0.036311576	1.550908077	0.983256518	0.716192381	0.069429852	0.06238448	0.381377636	0.074874447
CXCL6	0.013586871	0.056843764	0.042428972	0.000924434	0.001263728	0.010883033	0.009595388	0.003248169	0.158470954	0.003059866	0.024974556	0.003039549	0.002938788	0.005006599	0.251925115	0	0	0.002776625	0.002340864	0.228269834	0	0.002692689	0.665908918	0.002602589	0.002695097	0.00272423	0.007735705	0.008363649	0.00615654	0.002010246	0.004072776	0.011377466	0.109491355	0.058599589	0.158313429	0.003631042	0.63577432	0.113064626	0.096429708	0.00107631	0.001849308	0.029724946	0.000445185
SERPINB11	0	0	0	4.61E-05	0	0	0.000167111	0	0.008110314	0	0	0	0	0.001031958	0.014116551	0	0	0.000119902	0	0	0	0	0	0	0	9.72E-05	0	0	0	0	0	0	0	0	0.003971415	0	0.170699313	0.00083012	0.00015865	0	0	0	0
SLC5A5	0	9.32E-05	0	0	0.000395945	0	0.005861951	0.002549403	0.002128026	0.010718765	0.002769106	0	0.000611547	0.000341166	0.063025301	0	0	0.001357626	0	0.014946503	0	0.000591156	0	0.00074629	0	0.000334977	0	0.00580489	0	0	0	0	0.00380926	0	0.038068514	0.004102761	0.238666855	0.080561282	0.087033967	0	0.000114056	0.008303275	0.000395038
PPP1R1A	0.003490776	0.002841107	0.000219279	0.002750475	0.000484218	0	0.00063548	0	0.000216658	0	0	0	0.000833443	7.71E-05	0.060004328	0	0	0.000437085	0.006193273	0.005771334	0	0.000399257	0	0.001773864	0.000154686	0.001131414	0	0.011231013	0.001670537	0	0.000480627	0	0.016154475	0	0.024993614	0.005499314	0.197771957	0.062038731	0.018613525	0.052945243	0	0.011541639	0
TOX3	0.004848811	0.008554797	0.036592141	0.000844896	0.001029608	0.012095099	0.062881715	0	0.026173699	0	0.003771946	0.005365531	0.000869961	0.033896372	0.196048823	0	0	0.000515262	0.000703747	0.068195984	0	0	0	0.002811975	0.001220856	0.000426916	0	0.00767711	0	0.022492855	0.005369687	0	0	0.350421729	0.092099562	0.001018387	0.398080942	0.194154633	0.164478358	0	0.000130174	0.02793392	0.000177797
